8860316304|BR|BSNL
6048053416|AP|Voda
8057328900|UPW|Jio
6645951148|BR|Voda
6607830716|KTK|Airtel
7260875077|AP|Airtel
8776587580|KR|Jio
8014938924|AP|BSNL
9437320421|DL|Airtel
9022144503|DL|BSNL
9490324906|AP|Voda
9466188171|UPE|Jio
6846109074|MP|BSNL
7013298400|DL|Voda
8778484685|GJ|BSNL
9649911016|RJ|Jio
9131870647|DL|Voda
6995990657|UPW|BSNL
6205146498|NE|BSNL
7360777811|OD|BSNL
9403795495|RJ|Voda
6304105704|KR|Voda
8719588240|AP|Jio
8729943029|HR|Jio
6640993112|UPE|Voda
6877052797|OD|Jio
9430107993|NE|Jio
9482946929|TN|Airtel
7020887808|DL|BSNL
9014895885|RJ|Jio
8892548060|DL|Voda
9382406509|UPE|Voda
7675444944|HR|Voda
7404324291|HP|Airtel
6193661325|RJ|BSNL
7611176565|GJ|Voda
8724567271|NE|Voda
9179068827|TN|BSNL
9422025065|HR|Voda
7831522404|TN|Airtel
6394867426|MP|Airtel
7608162146|OD|BSNL
8599030362|UPE|Airtel
9137295218|KR|Airtel
7202802796|RJ|Airtel
7609393743|UPE|Airtel
7119670099|OD|Jio
9511714955|GJ|Jio
9021925069|HR|Jio
9680188878|GJ|Airtel
9414620686|NE|Jio
7052159160|HR|Jio
7538032351|MP|Airtel
6967315260|KR|Jio
6156482824|KR|BSNL
6794596519|GJ|Voda
6853272086|HR|Airtel
8170031181|PB|Voda
6095171267|UPE|Airtel
9927400752|GJ|Jio
6383269212|KR|Voda
8398754767|OD|Jio
9790728673|JK|BSNL
6534795363|HR|Jio
6567354452|JK|BSNL
6547638103|OD|Voda
7011582724|UPE|BSNL
8204908532|PB|Voda
6747882555|OD|Airtel
8611076994|PB|Voda
9169938868|HP|BSNL
7954383321|AP|Jio
8994339440|RJ|Jio
9486685776|KTK|Voda
6943570606|MP|BSNL
7355438936|PB|Jio
8127721137|MP|BSNL
9347773022|HP|BSNL
6159211618|RJ|BSNL
7028300710|UPE|Airtel
8528266841|DL|Jio
7471677726|RJ|Voda
8318936877|TN|BSNL
6554718899|NE|BSNL
7304636310|HR|Voda
7765495174|AP|BSNL
7170622448|UPW|BSNL
7498740861|HP|BSNL
6207674616|JK|Voda
6735855290|JK|BSNL
8929251834|BR|BSNL
6174928432|JK|Airtel
7581097751|MP|BSNL
7844007301|NE|Airtel
7084768537|PB|BSNL
9526267596|MP|Voda
7710526561|TN|BSNL
8373109776|DL|Airtel
8455465429|RJ|Voda
8707406734|GJ|BSNL
7450061834|BR|Airtel
9505951071|WB|Voda
6023284435|KTK|BSNL
9913866529|KR|Jio
9166093119|MP|Airtel
9662150507|KTK|Voda
7642020984|HP|Jio
6289684452|UPE|Voda
9796166973|RJ|Voda
9920809279|BR|BSNL
8364612251|UPW|Airtel
6871909287|GJ|Airtel
8085286335|UPW|Voda
6726671592|JK|BSNL
8929978190|AP|Voda
6727047808|BR|Jio
8350056578|HR|BSNL
8022959204|DL|Voda
6169920055|UPE|Voda
7716987094|KTK|BSNL
9112452218|OD|BSNL
6916836502|AP|Jio
7955516652|WB|Voda
8561379802|BR|Airtel
7487332623|NE|Airtel
8008102370|MP|Jio
7068281732|NE|Airtel
9622909026|HP|Voda
9251818054|HP|Airtel
9135672459|HR|Airtel
7814997235|JK|Jio
7593845881|WB|Voda
6560970308|GJ|Airtel
6489973709|JK|Jio
7041803117|HR|Jio
8765521588|KTK|Jio
9751367976|HR|Jio
6771350103|OD|Jio
9328148558|DL|Airtel
8993141672|GJ|Airtel
7714192879|GJ|Jio
6169432064|NE|BSNL
8179405339|HP|Voda
9682486956|BR|Voda
7730556086|HP|Voda
6952179443|WB|Jio
6812116631|UPE|BSNL
9177015860|OD|Jio
7134067363|WB|Jio
6217698893|AP|BSNL
7280418158|MP|Voda
6393002627|TN|BSNL
8434650185|KTK|Jio
9607619441|DL|Airtel
9061562074|BR|Voda
7778638935|AP|BSNL
6876564028|JK|BSNL
7846878289|DL|BSNL
9678908732|KTK|Jio
9771637724|RJ|BSNL
6582901764|JK|Voda
9928116022|DL|Airtel
9321218952|KTK|Voda
9576964423|BR|Voda
8613867773|UPW|BSNL
9267226233|OD|BSNL
6002846113|HR|Airtel
8094905359|TN|Jio
9884516644|WB|Voda
8538805847|NE|Airtel
6182669977|UPE|Jio
9319772193|PB|Jio
6349862322|DL|Airtel
7593777000|TN|Voda
7913772379|MP|Voda
6056158220|OD|Voda
7334875664|MP|Jio
9696747078|KR|Airtel
6743807668|JK|Airtel
8926025585|WB|Airtel
6690364979|KTK|Airtel
8339758709|PB|Airtel
8254627099|WB|Airtel
8911735361|NE|BSNL
6479190876|OD|Jio
9607338579|HR|Airtel
8172836271|OD|Airtel
7215827142|PB|BSNL
9893563817|MP|Jio
9678307934|UPE|BSNL
6209011016|BR|Jio
7640021714|HR|Jio
7447999584|HR|BSNL
6553980065|WB|BSNL
6993709009|BR|Jio
6845335754|MP|Airtel
6622159789|UPW|Jio
9285464331|UPW|Airtel
8301858328|UPW|Voda
8715049544|BR|Jio
